"","Districts","year","Herb_adopt_perc"
"884","Saran",2015,38.2543940821451
"885","Saran",2016,47.9694981796768
"886","Saran",2017,57.8406383336477
"887","Saran",2018,67.1225814761102
"888","Saran",2019,75.2359111126216
"889","Saran",2020,81.8873465382606
"890","Saran",2021,87.0595388822179
"891","Saran",2022,90.9185727318559
"892","Saran",2023,93.7099334662141
"893","Saran",2024,95.6840417809507
"894","Saran",2025,97.0580361660708
"895","Saran",2026,98.0037423214266
"896","Saran",2027,98.64967683888
"897","Saran",2028,99.0885483696208
"898","Saran",2029,99.3856695559593
"899","Saran",2030,99.5863375110379
"900","Sheohar",2000,2.46661015479686
"901","Sheohar",2001,3.0508630561866
"902","Sheohar",2002,3.76815826004844
"903","Sheohar",2003,4.64601650159532
"904","Sheohar",2004,5.71623896372032
"905","Sheohar",2005,7.01485382735977
"906","Sheohar",2006,8.58163552055125
"907","Sheohar",2007,10.4589992562357
"908","Sheohar",2008,12.6900542020421
"909","Sheohar",2009,15.3156217493271
"910","Sheohar",2010,18.3701222014071
"911","Sheohar",2011,21.8764338943456
"912","Sheohar",2012,25.8401434613229
"913","Sheohar",2013,30.2439975395047
"914","Sheohar",2014,35.0437264754957
"915","Sheohar",2015,40.1665646369944
"916","Sheohar",2016,45.5135569739008
"917","Sheohar",2017,50.966038184871
"918","Sheohar",2018,56.3956313929463
"919","Sheohar",2019,61.6760905094569
"920","Sheohar",2020,66.6947321247777
"921","Sheohar",2021,71.3613338265892
"922","Sheohar",2022,75.6131550160525
"923","Sheohar",2023,79.4158146818198
"924","Sheohar",2024,82.7607116488343
"925","Sheohar",2025,85.6602130934675
"926","Sheohar",2026,88.1419174126072
"927","Sheohar",2027,90.2430481294998
"928","Sheohar",2028,92.0056470167093
"929","Sheohar",2029,93.4728618362631
"930","Sheohar",2030,94.6863485333074
"931","Sitamarhi",2000,1.30565617229035
"932","Sitamarhi",2001,1.75548441245193
"933","Sitamarhi",2002,2.3565882469469
"934","Sitamarhi",2003,3.15690506399035
"935","Sitamarhi",2004,4.21727712369269
"936","Sitamarhi",2005,5.61317324588082
"937","Sitamarhi",2006,7.43523760206091
"938","Sitamarhi",2007,9.78742282064807
"939","Sitamarhi",2008,12.7809904643024
"940","Sitamarhi",2009,16.5224724912982
"941","Sitamarhi",2010,21.0943313751934
"942","Sitamarhi",2011,26.5292123229597
"943","Sitamarhi",2012,32.7826037804252
"944","Sitamarhi",2013,39.713266624263
"945","Sitamarhi",2014,47.0828305783971
"946","Sitamarhi",2015,54.5818070426814
"947","Sitamarhi",2016,61.8785196601962
"948","Sitamarhi",2017,68.6757266545297
"949","Sitamarhi",2018,74.7554122578397
"950","Sitamarhi",2019,79.998764550667
"951","Sitamarhi",2020,84.3806089640072
"952","Sitamarhi",2021,87.9471167739803
"953","Sitamarhi",2022,90.7881586302738
"954","Sitamarhi",2023,93.0127298634749
"955","Sitamarhi",2024,94.7312647180929
"956","Sitamarhi",2025,96.0450943162888
"957","Sitamarhi",2026,97.0415345660956
"958","Sitamarhi",2027,97.7926909656281
"959","Sitamarhi",2028,98.3563585470238
"960","Sitamarhi",2029,98.7778844638792
"961","Sitamarhi",2030,99.092304104708
"962","Siwan",2000,1.55992100975996
"963","Siwan",2001,2.01662000183401
"964","Siwan",2002,2.60349078774845
"965","Siwan",2003,3.35530253137778
"966","Siwan",2004,4.31459801393335
"967","Siwan",2005,5.53245972240198
"968","Siwan",2006,7.06868662028697
"969","Siwan",2007,8.99088691464566
"970","Siwan",2008,11.3718317743479
"971","Siwan",2009,14.284330066628
"972","Siwan",2010,17.7930092228464
"973","Siwan",2011,21.9429016213485
"974","Siwan",2012,26.7457814964875
"975","Siwan",2013,32.166704490454
"976","Siwan",2014,38.1146808455995
"977","Siwan",2015,44.4419238632888
"978","Siwan",2016,50.9546884168163
"979","Siwan",2017,57.4352062841609
"980","Siwan",2018,63.6699573975413
"981","Siwan",2019,69.4767954651196
"982","Siwan",2020,74.723951590158
"983","Siwan",2021,79.3373492814212
"984","Siwan",2022,83.296928642387
"985","Siwan",2023,86.6256454527849
"986","Siwan",2024,89.3756020634057
"987","Siwan",2025,91.6148608357456
"988","Siwan",2026,93.416923396932
"989","Siwan",2027,94.8534580486609
"990","Siwan",2028,95.9899736951653
"991","Siwan",2029,96.8837569673597
"992","Siwan",2030,97.5833428566005
"993","Supaul",2000,0.0147616774422175
"994","Supaul",2001,0.0258849706960295
"995","Supaul",2002,0.0453861390117523
"996","Supaul",2003,0.0795673662940779
"997","Supaul",2004,0.139455257545132
"998","Supaul",2005,0.244308697246973
"999","Supaul",2006,0.427661579654482
"1000","Supaul",2007,0.747588959004229
"1001","Supaul",2008,1.30371571330974
"1002","Supaul",2009,2.26410455068546
"1003","Supaul",2010,3.90398416470015
"1004","Supaul",2011,6.65079516300265
"1005","Supaul",2012,11.1068641569559
"1006","Supaul",2013,17.9736711736765
"1007","Supaul",2014,27.7600959027126
"1008","Supaul",2015,40.2597526232101
"1009","Supaul",2016,54.1674499538778
"1010","Supaul",2017,67.4547362682727
"1011","Supaul",2018,78.4242681027952
"1012","Supaul",2019,86.4397342289734
"1013","Supaul",2020,91.7891894902923
"1014","Supaul",2021,95.1467977866707
"1015","Supaul",2022,97.1736721287121
"1016","Supaul",2023,98.3685642490105
"1017","Supaul",2024,99.0631597640293
"1018","Supaul",2025,99.4636387211047
"1019","Supaul",2026,99.6934513401967
"1020","Supaul",2027,99.8249703210481
"1021","Supaul",2028,99.9001200692368
"1022","Supaul",2029,99.9430223652136
"1023","Supaul",2030,99.9675024592928
"1024","Vaishali",2000,2.90729891845942
"1025","Vaishali",2001,3.8064521946616
"1026","Vaishali",2002,4.96945748452205
"1027","Vaishali",2003,6.4639241313737
"1028","Vaishali",2004,8.36824598767382
"1029","Vaishali",2005,10.769003425495
"1030","Vaishali",2006,13.7551212024805
"1031","Vaishali",2007,17.4077200526921
"1032","Vaishali",2008,21.7852455246619
"1033","Vaishali",2009,26.9049900481571
"1034","Vaishali",2010,32.7245179615361
"1035","Vaishali",2011,39.1289704341677
"1036","Vaishali",2012,45.9310882671661
"1037","Vaishali",2013,52.888277558548
"1038","Vaishali",2014,59.7350337662034
"1039","Vaishali",2015,66.2222444612868
"1040","Vaishali",2016,72.1515409457452
"1041","Vaishali",2017,77.3952973736055
"1042","Vaishali",2018,81.8993781477353
"1043","Vaishali",2019,85.6721444218417
"1044","Vaishali",2020,88.7664028627594
"1045","Vaishali",2021,91.2605891143816
"1046","Vaishali",2022,93.2431468721935
"1047","Vaishali",2023,94.8015750780631
"1048","Vaishali",2024,96.0159192371224
"1049","Vaishali",2025,96.9557037081123
"1050","Vaishali",2026,97.6791655464211
"1051","Vaishali",2027,98.2338321496167
"1052","Vaishali",2028,98.6577580832461
"1053","Vaishali",2029,98.9809863568076
"1054","Vaishali",2030,99.226987186478
"1055","WestChamparan",2000,0.156762683080205
"1056","WestChamparan",2001,0.247188043436108
"1057","WestChamparan",2002,0.389569912064536
"1058","WestChamparan",2003,0.613460270072988
"1059","WestChamparan",2004,0.96477676363263
"1060","WestChamparan",2005,1.51421993134838
"1061","WestChamparan",2006,2.36908726296185
"1062","WestChamparan",2007,3.68850283369623
"1063","WestChamparan",2008,5.69984038739025
"1064","WestChamparan",2009,8.70878433655763
"1065","WestChamparan",2010,13.085728854657
"1066","WestChamparan",2011,19.1998298147558
"1067","WestChamparan",2012,27.2741940256332
"1068","WestChamparan",2013,37.181624632358
"1069","WestChamparan",2014,48.2978928833182
"1070","WestChamparan",2015,59.5852140002362
"1071","WestChamparan",2016,69.9419289506515
"1072","WestChamparan",2017,78.5979086925863
"1073","WestChamparan",2018,85.2855972791396
"1074","WestChamparan",2019,90.1455384165232
"1075","WestChamparan",2020,93.5222339796813
"1076","WestChamparan",2021,95.7958444535476
"1077","WestChamparan",2022,97.29453285782
"1078","WestChamparan",2023,98.2686278027687
"1079","WestChamparan",2024,98.8959825997775
"1080","WestChamparan",2025,99.2976429773171
"1081","WestChamparan",2026,99.553831720692
"1082","WestChamparan",2027,99.7168406274211
"1083","WestChamparan",2028,99.8204011865177
"1084","WestChamparan",2029,99.8861295444138
"1085","WestChamparan",2030,99.9278204767533
